"tweet","user_screenname","tweet_url"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","DuaneHutchings","http://twitter.com/undefined/status/879106813412524032"
"RT @nicoletteannmc: Not just about tickets kahit sa reservation ng parties and bulk food order inquiries :) will be best to discuss in deta…","Cleofy1Cleofy","http://twitter.com/undefined/status/879106583321427968"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","TeamMarieOsmond","http://twitter.com/undefined/status/879106523968024577"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","clarezing","http://twitter.com/undefined/status/879106449791750144"
"RT @murphyfitness: Need THE BEST TICKETS for any event? This is the place https://t.co/d7pAElbzsG dugout club seats for Dodgers games 👍😎 ht…","Anapena35","http://twitter.com/undefined/status/879106235081125888"
"Need THE BEST TICKETS for any event? This is the place https://t.co/d7pAElbzsG dugout club seats for Dodgers games… https://t.co/d8uBGIKn1B","murphyfitness","http://twitter.com/undefined/status/879106099466522624"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","MagnoliaEmporia","http://twitter.com/undefined/status/879106062498095104"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","SOcean5","http://twitter.com/undefined/status/879105892473593856"
".@NayaRivera can you and .@chrissyteigen team up for the best food event ever. I get VIP tickets obviously for my idea. And josey and luna","coco_snixx","http://twitter.com/undefined/status/879105837985411072"
"RT @TS_Resort: Sibling 💞 is the best | Come see @donnyosmond &amp; @marieosmond live in The Ballroom July 22nd! \n\nGet tickets now: \nhttps://t.c…","marieosmond","http://twitter.com/undefined/status/879105819123568641"
"RT @alyssaamunozz: Come to johnny tickets I'll be the best server you've ever had🤑 https://t.co/Q40YTIXLQk","XemilioX81","http://twitter.com/undefined/status/879105312216670208"
"RT @FromPage2Stage: Best tickets only £25. Just quote JOINTHESQUAD when booking via https://t.co/pmgpGfyzfD - Must be booked before 10th Ju…","gaystheword","http://twitter.com/undefined/status/879105210374860805"
"RT @AtiyahMcknight: best thing about liking small bands is concert tickets being $10","impulsivley","http://twitter.com/undefined/status/879104994213064705"
"RT @Karl_MCR: Just booked tickets for this monster ball with @sasha_velour in London, yaaaaaaas gurl! Best start working on my costume 💅🏼 h…","londonpubslp","http://twitter.com/undefined/status/879104753900408832"
"Just booked tickets for this monster ball with @sasha_velour in London, yaaaaaaas gurl! Best start working on my co… https://t.co/7MNshprNEP","Karl_MCR","http://twitter.com/undefined/status/879104634551513088"
