"tweet","user_screenname","tweet_url"
"RT @itsakyo: How brokers and bots prevent you from getting the ticket you want https://t.co/Cun110PsiA","vcAcivon","http://twitter.com/undefined/status/878471148538810368"
"RT @itsakyo: How brokers and bots prevent you from getting the ticket you want https://t.co/Cun110PsiA","limegirl","http://twitter.com/undefined/status/878448845268566016"
"RT @CTVNews: 'We're changing the rules to put fans 1st': Ont. to announce ticket sale reforms; public wants 'scalper bots' banned https://t…","_Elrick09","http://twitter.com/undefined/status/878440983108702208"
"#Singularity - Ontario to announce ticket sale reforms after 'scalper bots' outcry https://t.co/IbhD2YZwa7","wrongreasly","http://twitter.com/undefined/status/878432647940370432"
"@trojanchick99 @gl0bal1st @qotsa That ticket site sucks!!! They allowed bots.","CptBlackHeart","http://twitter.com/undefined/status/878406121660137472"
"RT @CTVLondon: Government of Ontario to announce ticket sale reforms Monday. https://t.co/h9JFDF2NkI","charliewangfang","http://twitter.com/undefined/status/878402453498101761"
"@Whitevato The ticket process was a shit show. Scalpers and bots got to them before anyone had a chance","Meggsncoffee","http://twitter.com/undefined/status/878397907245744128"
"RT @CBCToronto: New ticket sale reforms are coming to Ontario to keep the 'scalper bots' at bay\nhttps://t.co/r6n8EPyqXT https://t.co/5YZUQ7…","Cynareis","http://twitter.com/undefined/status/878389561457602561"
"RT @CTVNews: 'We're changing the rules to put fans 1st': Ont. to announce ticket sale reforms; public wants 'scalper bots' banned https://t…","spookieguy","http://twitter.com/undefined/status/878387875267710978"
"RT @CBCToronto: New ticket sale reforms are coming to Ontario to keep the 'scalper bots' at bay\nhttps://t.co/r6n8EPyqXT https://t.co/5YZUQ7…","sarahpineiros","http://twitter.com/undefined/status/878382997728354306"
"RT @CBCNews: Ontario announcing ticket sale reforms after 'scalper bots' shut out fans during Tragically Hip farewell tour https://t.co/2yu…","Cookiegum1030","http://twitter.com/undefined/status/878382941054787584"
"RT @CTVNews: 'We're changing the rules to put fans 1st': Ont. to announce ticket sale reforms; public wants 'scalper bots' banned https://t…","Cookiegum1030","http://twitter.com/undefined/status/878382848478126080"
"RT @Toronto_CP: Ontario to announce ticket sale reforms; public wants 'scalper bots' banned https://t.co/0FAmmK6EYE","MattamyWatch","http://twitter.com/undefined/status/878381585288048641"
"CC swipe in place of ticket @U2 Toronto quick and easy.  Well worth keeping the bots and scalpers out","ottotrader","http://twitter.com/undefined/status/878379443655462917"
"RT @lovedonnaz: Ontario to announce ticket sale reforms after 'scalper bots' outcry https://t.co/z2c7ruXlpb","GordleyT","http://twitter.com/undefined/status/878377466296848384"
